Subject,Entries,Gender,Year,Level
Italian,68.0,Male,2004,Higher
Latin,97.0,Male,2004,Higher
Russian,9.0,Male,2004,Higher
Spanish,249.0,Male,2004,Higher
Accounting and Finance,1079.0,Male,2004,Higher
Mathematics,10233.0,Male,2004,Higher
Biology,2761.0,Male,2004,Higher
Biotechnology,15.0,Male,2004,Higher
Chemistry,4620.0,Male,2004,Higher
Geology,40.0,Male,2004,Higher
Human Biology,886.0,Male,2004,Higher
Managing Environmental Resources,41.0,Male,2004,Higher
Physics,6681.0,Male,2004,Higher
Classical Studies,189.0,Male,2004,Higher
Economics,529.0,Male,2004,Higher
Geography,4042.0,Male,2004,Higher
History,3447.0,Male,2004,Higher
Modern Studies,2993.0,Male,2004,Higher
Philosophy,329.0,Male,2004,Higher
Politics,37.0,Male,2004,Higher
Psychology,669.0,Male,2004,Higher
"Religious, Moral and Philosophical Studies",467.0,Male,2004,Higher
Sociology,176.0,Male,2004,Higher
Administration,849.0,Male,2004,Higher
Building Services,4.0,Male,2004,Higher
Building and Architectural Technology,20.0,Male,2004,Higher
Business Management,2546.0,Male,2004,Higher
Care,60.0,Male,2004,Higher
Care Practice,41.0,Male,2004,Higher
Civil Engineering,19.0,Male,2004,Higher
Computing,3868.0,Male,2004,Higher
Construction,44.0,Male,2004,Higher
Craft and Design,1598.0,Male,2004,Higher
Design,18.0,Male,2004,Higher
Early Years Care and Education,9.0,Male,2004,Higher
Electronics,8.0,Male,2004,Higher
Fabrication and Welding Engineering,28.0,Male,2004,Higher
Food Production Supervision,3.0,Male,2004,Higher
Graphic Communication,2264.0,Male,2004,Higher
Hairdressing: Principles of Colouring Hair,,Male,2004,Higher
Home Economics: Fashion and Textile Technology,3.0,Male,2004,Higher
Home Economics: Health and Food Technology,58.0,Male,2004,Higher
Home Economics: Lifestyle and Consumer Technology,10.0,Male,2004,Higher
Hospitality - Food and Drink Service,4.0,Male,2004,Higher
Hospitality - Professional Cookery,32.0,Male,2004,Higher
Hospitality - Reception and Accommodation Operations,2.0,Male,2004,Higher
Hospitality Event Supervision,,Male,2004,Higher
Information Systems,1866.0,Male,2004,Higher
Manufacturing,2.0,Male,2004,Higher
Mechatronics,13.0,Male,2004,Higher
Mental Health Care,34.0,Male,2004,Higher
Personal and Social Education,20.0,Male,2004,Higher
Professional Patisserie,34.0,Male,2004,Higher
Retail Travel,6.0,Male,2004,Higher
Selling Scheduled Air Travel,5.0,Male,2004,Higher
Structural Engineering,11.0,Male,2004,Higher
Technological Studies,845.0,Male,2004,Higher
Tourism,13.0,Male,2004,Higher
"Advertising, Marketing and Public Relations",2.0,Male,2004,Higher
Art and Design,1993.0,Male,2004,Higher
Drama,523.0,Male,2004,Higher
Media Studies,364.0,Male,2004,Higher
Music,1602.0,Male,2004,Higher
Photography for the Media,45.0,Male,2004,Higher
Visual Arts,2.0,Male,2004,Higher
Dance Practice,4.0,Male,2004,Higher
Fitness and Exercise,29.0,Male,2004,Higher
Physical Education,2895.0,Male,2004,Higher
Sports Coaching Studies,30.0,Male,2004,Higher
Sports Organisation,1.0,Male,2004,Higher
Classical Greek,4.0,Female,2004,Higher
English,16772.0,Female,2004,Higher
French,3482.0,Female,2004,Higher
Gaelic (Learners),97.0,Female,2004,Higher
Gàidhlig,65.0,Female,2004,Higher
German,1259.0,Female,2004,Higher
Italian,201.0,Female,2004,Higher
Latin,148.0,Female,2004,Higher
Russian,8.0,Female,2004,Higher
Spanish,832.0,Female,2004,Higher
Accounting and Finance,1237.0,Female,2004,Higher
Mathematics,9161.0,Female,2004,Higher
Biology,6091.0,Female,2004,Higher
Biotechnology,20.0,Female,2004,Higher
Chemistry,4651.0,Female,2004,Higher
Geology,23.0,Female,2004,Higher
Human Biology,2566.0,Female,2004,Higher
Managing Environmental Resources,48.0,Female,2004,Higher
Physics,2605.0,Female,2004,Higher
Classical Studies,244.0,Female,2004,Higher
Economics,318.0,Female,2004,Higher
Geography,3365.0,Female,2004,Higher
History,4444.0,Female,2004,Higher
Modern Studies,4745.0,Female,2004,Higher
Philosophy,437.0,Female,2004,Higher
Politics,23.0,Female,2004,Higher
Psychology,2110.0,Female,2004,Higher
"Religious, Moral and Philosophical Studies",1206.0,Female,2004,Higher
Sociology,424.0,Female,2004,Higher
Administration,3367.0,Female,2004,Higher
Building and Architectural Technology,2.0,Female,2004,Higher
Building Services,2.0,Female,2004,Higher
Business Management,3299.0,Female,2004,Higher
Care,563.0,Female,2004,Higher
Care Practice,372.0,Female,2004,Higher
Civil Engineering,1.0,Female,2004,Higher
Computing,1222.0,Female,2004,Higher
Construction,3.0,Female,2004,Higher
Craft and Design,823.0,Female,2004,Higher
Design,20.0,Female,2004,Higher
Early Years Care and Education,352.0,Female,2004,Higher
Electronics,,Female,2004,Higher
Fabrication and Welding Engineering,1.0,Female,2004,Higher
Food Production Supervision,1.0,Female,2004,Higher
Graphic Communication,984.0,Female,2004,Higher
Hairdressing: Principles of Colouring Hair,17.0,Female,2004,Higher
Home Economics: Fashion and Textile Technology,79.0,Female,2004,Higher
Home Economics: Health and Food Technology,656.0,Female,2004,Higher
Home Economics: Lifestyle and Consumer Technology,145.0,Female,2004,Higher
Hospitality - Food and Drink Service,3.0,Female,2004,Higher
Hospitality - Professional Cookery,34.0,Female,2004,Higher
Hospitality - Reception and Accommodation Operations,3.0,Female,2004,Higher
Hospitality Event Supervision,2.0,Female,2004,Higher
Information Systems,967.0,Female,2004,Higher
Manufacturing,,Female,2004,Higher
Mechatronics,3.0,Female,2004,Higher
Mental Health Care,213.0,Female,2004,Higher
Personal and Social Education,80.0,Female,2004,Higher
Professional Patisserie,32.0,Female,2004,Higher
Retail Travel,34.0,Female,2004,Higher
Selling Scheduled Air Travel,25.0,Female,2004,Higher
Structural Engineering,,Female,2004,Higher
Technological Studies,43.0,Female,2004,Higher
Tourism,53.0,Female,2004,Higher
"Advertising, Marketing and Public Relations",5.0,Female,2004,Higher
Art and Design,4902.0,Female,2004,Higher
Drama,1389.0,Female,2004,Higher
Media Studies,463.0,Female,2004,Higher
Music,2227.0,Female,2004,Higher
Photography for the Media,70.0,Female,2004,Higher
Visual Arts,11.0,Female,2004,Higher
Dance Practice,58.0,Female,2004,Higher
Fitness and Exercise,14.0,Female,2004,Higher
Physical Education,1101.0,Female,2004,Higher
Sports Coaching Studies,15.0,Female,2004,Higher
Sports Organisation,4.0,Female,2004,Higher
Classical Greek,7.0,Male,2005,Higher
English,11827.0,Male,2005,Higher
French,1096.0,Male,2005,Higher
Gaelic (Learners),40.0,Male,2005,Higher
Gàidhlig,34.0,Male,2005,Higher
German,478.0,Male,2005,Higher
Italian,83.0,Male,2005,Higher
Latin,110.0,Male,2005,Higher
Russian,9.0,Male,2005,Higher
Spanish,270.0,Male,2005,Higher
Accounting,953.0,Male,2005,Higher
Mathematics,9969.0,Male,2005,Higher
Biology,2847.0,Male,2005,Higher
Biotechnology,9.0,Male,2005,Higher
Chemistry,4657.0,Male,2005,Higher
Geology,32.0,Male,2005,Higher
Human Biology,925.0,Male,2005,Higher
Managing Environmental Resources,31.0,Male,2005,Higher
Physics,6397.0,Male,2005,Higher
Classical Studies,170.0,Male,2005,Higher
Economics,452.0,Male,2005,Higher
Geography,3993.0,Male,2005,Higher
History,3624.0,Male,2005,Higher
Modern Studies,2832.0,Male,2005,Higher
Philosophy,357.0,Male,2005,Higher
Politics,27.0,Male,2005,Higher
Psychology,101.0,Male,2005,Higher
Psychology (New),536.0,Male,2005,Higher
"Religious, Moral and Philosophical Studies",461.0,Male,2005,Higher
Sociology,184.0,Male,2005,Higher
Administration,784.0,Male,2005,Higher
Building and Architectural Technology,27.0,Male,2005,Higher
Building Services,8.0,Male,2005,Higher
Business Management,2658.0,Male,2005,Higher
Care,53.0,Male,2005,Higher
Care Practice,28.0,Male,2005,Higher
Civil Engineering,12.0,Male,2005,Higher
Computing,1439.0,Male,2005,Higher
Computing (New),2083.0,Male,2005,Higher
Construction,59.0,Male,2005,Higher
Design,4.0,Male,2005,Higher
Early Years Care and Education,12.0,Male,2005,Higher
Fabrication and Welding Engineering,28.0,Male,2005,Higher
Food Production Supervision,1.0,Male,2005,Higher
Graphic Communication,2340.0,Male,2005,Higher
Home Economics: Fashion and Textile Technology,1.0,Male,2005,Higher
Home Economics: Health and Food Technology,54.0,Male,2005,Higher
Home Economics: Lifestyle and Consumer Technology,13.0,Male,2005,Higher
Hospitality - Food and Drink Service,,Male,2005,Higher
Hospitality - Professional Cookery,41.0,Male,2005,Higher
Hospitality - Reception and Accommodation Operations,1.0,Male,2005,Higher
Information Systems,1646.0,Male,2005,Higher
Mechatronics,41.0,Male,2005,Higher
Mental Health Care,12.0,Male,2005,Higher
Mental Health Care (New),18.0,Male,2005,Higher
Personal and Social Education,19.0,Male,2005,Higher
Product Design,1409.0,Male,2005,Higher
Professional Patisserie,19.0,Male,2005,Higher
Retail Travel,,Male,2005,Higher
Retail Travel (New),1.0,Male,2005,Higher
Selling Scheduled Air Travel,4.0,Male,2005,Higher
Structural Engineering,8.0,Male,2005,Higher
Technological Studies,799.0,Male,2005,Higher
Tourism,17.0,Male,2005,Higher
"Advertising, Marketing and Public Relations",1.0,Male,2005,Higher
Art and Design,1863.0,Male,2005,Higher
Drama,494.0,Male,2005,Higher
Media Studies,338.0,Male,2005,Higher
Music,1785.0,Male,2005,Higher
Photography for the Media,74.0,Male,2005,Higher
Visual Arts,6.0,Male,2005,Higher
Dance Practice,6.0,Male,2005,Higher
Fitness and Exercise,27.0,Male,2005,Higher
Physical Education,2938.0,Male,2005,Higher
Sports Coaching Studies,36.0,Male,2005,Higher
Sports Organisation,3.0,Male,2005,Higher
Classical Greek,9.0,Female,2005,Higher
English,16880.0,Female,2005,Higher
French,3419.0,Female,2005,Higher
Gaelic (Learners),90.0,Female,2005,Higher
Gàidhlig,68.0,Female,2005,Higher
German,1225.0,Female,2005,Higher
Italian,209.0,Female,2005,Higher
Latin,169.0,Female,2005,Higher
Russian,10.0,Female,2005,Higher
Spanish,892.0,Female,2005,Higher
Accounting,932.0,Female,2005,Higher
Mathematics,9212.0,Female,2005,Higher
Biology,6096.0,Female,2005,Higher
Biotechnology,22.0,Female,2005,Higher
Chemistry,4754.0,Female,2005,Higher
Geology,13.0,Female,2005,Higher
Human Biology,2684.0,Female,2005,Higher
Managing Environmental Resources,41.0,Female,2005,Higher
Physics,2555.0,Female,2005,Higher
Classical Studies,317.0,Female,2005,Higher
Economics,263.0,Female,2005,Higher
Geography,3426.0,Female,2005,Higher
History,4504.0,Female,2005,Higher
Modern Studies,4565.0,Female,2005,Higher
Philosophy,443.0,Female,2005,Higher
Politics,49.0,Female,2005,Higher
Psychology,362.0,Female,2005,Higher
Psychology (New),1813.0,Female,2005,Higher
"Religious, Moral and Philosophical Studies",1224.0,Female,2005,Higher
Sociology,452.0,Female,2005,Higher
Administration,3214.0,Female,2005,Higher
Building and Architectural Technology,4.0,Female,2005,Higher
Building Services,2.0,Female,2005,Higher
Business Management,3319.0,Female,2005,Higher
Care,689.0,Female,2005,Higher
Care Practice,355.0,Female,2005,Higher
Civil Engineering,4.0,Female,2005,Higher
Computing,505.0,Female,2005,Higher
Computing (New),601.0,Female,2005,Higher
Construction,5.0,Female,2005,Higher
Design,20.0,Female,2005,Higher
Early Years Care and Education,483.0,Female,2005,Higher
Fabrication and Welding Engineering,,Female,2005,Higher
Food Production Supervision,7.0,Female,2005,Higher
Graphic Communication,1026.0,Female,2005,Higher
Home Economics: Fashion and Textile Technology,71.0,Female,2005,Higher
Home Economics: Health and Food Technology,674.0,Female,2005,Higher
Home Economics: Lifestyle and Consumer Technology,154.0,Female,2005,Higher
Hospitality - Food and Drink Service,2.0,Female,2005,Higher
Hospitality - Professional Cookery,42.0,Female,2005,Higher
Hospitality - Reception and Accommodation Operations,,Female,2005,Higher
Information Systems,823.0,Female,2005,Higher
Mechatronics,3.0,Female,2005,Higher
Mental Health Care,134.0,Female,2005,Higher
Mental Health Care (New),128.0,Female,2005,Higher
Personal and Social Education,65.0,Female,2005,Higher
Product Design,683.0,Female,2005,Higher
Professional Patisserie,26.0,Female,2005,Higher
Retail Travel,23.0,Female,2005,Higher
Retail Travel (New),27.0,Female,2005,Higher
Selling Scheduled Air Travel,29.0,Female,2005,Higher
Structural Engineering,1.0,Female,2005,Higher
Technological Studies,49.0,Female,2005,Higher
Tourism,63.0,Female,2005,Higher
"Advertising, Marketing and Public Relations",7.0,Female,2005,Higher
Art and Design,4801.0,Female,2005,Higher
Drama,1469.0,Female,2005,Higher
Media Studies,476.0,Female,2005,Higher
Music,2271.0,Female,2005,Higher
Photography for the Media,140.0,Female,2005,Higher
Visual Arts,11.0,Female,2005,Higher
Dance Practice,72.0,Female,2005,Higher
Fitness and Exercise,13.0,Female,2005,Higher
Physical Education,1210.0,Female,2005,Higher
Sports Coaching Studies,20.0,Female,2005,Higher
Sports Organisation,2.0,Female,2005,Higher
Classical Greek,3.0,Male,2008,Higher
English,11117.0,Male,2008,Higher
English for Speakers of Other Languages,122.0,Male,2008,Higher
French,1125.0,Male,2008,Higher
Gaelic (Learners),35.0,Male,2008,Higher
Gàidhlig,41.0,Male,2008,Higher
German,398.0,Male,2008,Higher
Italian,48.0,Male,2008,Higher
Latin,115.0,Male,2008,Higher
Russian,6.0,Male,2008,Higher
Spanish,324.0,Male,2008,Higher
Urdu,26.0,Male,2008,Higher
Accounting,757.0,Male,2008,Higher
Mathematics,10140.0,Male,2008,Higher
Biology,3114.0,Male,2008,Higher
Biotechnology,15.0,Male,2008,Higher
Chemistry,4858.0,Male,2008,Higher
Geology,38.0,Male,2008,Higher
Human Biology,1162.0,Male,2008,Higher
Managing Environmental Resources,66.0,Male,2008,Higher
Physics,6386.0,Male,2008,Higher
Classical Studies,205.0,Male,2008,Higher
Economics,415.0,Male,2008,Higher
Geography,3680.0,Male,2008,Higher
History,3644.0,Male,2008,Higher
Modern Studies,2651.0,Male,2008,Higher
Philosophy,360.0,Male,2008,Higher
Politics,62.0,Male,2008,Higher
Psychology (New),585.0,Male,2008,Higher
"Religious, Moral and Philosophical Studies (New)",585.0,Male,2008,Higher
Sociology,193.0,Male,2008,Higher
Administration,614.0,Male,2008,Higher
Architectural Technology,56.0,Male,2008,Higher
Building Construction,34.0,Male,2008,Higher
Business Management,2703.0,Male,2008,Higher
Care,64.0,Male,2008,Higher
Care Practice,20.0,Male,2008,Higher
Computing (New),3247.0,Male,2008,Higher
Design,17.0,Male,2008,Higher
Early Education and Childcare,20.0,Male,2008,Higher
Fabrication and Welding Engineering,15.0,Male,2008,Higher
Graphic Communication,2453.0,Male,2008,Higher
Health and Social Care,2.0,Male,2008,Higher
Home Economics: Fashion and Textile Technology,3.0,Male,2008,Higher
Home Economics: Health and Food Technology,56.0,Male,2008,Higher
Home Economics: Lifestyle and Consumer Technology,8.0,Male,2008,Higher
Hospitality - Food and Drink Service,1.0,Male,2008,Higher
Hospitality - Professional Cookery,24.0,Male,2008,Higher
Information Systems,965.0,Male,2008,Higher
Mechatronics,11.0,Male,2008,Higher
Mental Health Care (New),42.0,Male,2008,Higher
Personal and Social Education,12.0,Male,2008,Higher
Play in Early Education and Childcare,7.0,Male,2008,Higher
Product Design,1321.0,Male,2008,Higher
Professional Patisserie,22.0,Male,2008,Higher
Retail Travel (New),1.0,Male,2008,Higher
Selling Scheduled Air Travel,1.0,Male,2008,Higher
Technological Studies,700.0,Male,2008,Higher
Travel and Tourism,21.0,Male,2008,Higher
Art and Design,1743.0,Male,2008,Higher
Drama,562.0,Male,2008,Higher
Media Studies,334.0,Male,2008,Higher
Music,2016.0,Male,2008,Higher
Photography for the Media,175.0,Male,2008,Higher
Visual Arts,2.0,Male,2008,Higher
Dance Practice,6.0,Male,2008,Higher
Fitness and Exercise,29.0,Male,2008,Higher
Physical Education,3456.0,Male,2008,Higher
Sports Coaching Studies,31.0,Male,2008,Higher
Sports Organisation,12.0,Male,2008,Higher
Classical Greek,6.0,Female,2008,Higher
English,16089.0,Female,2008,Higher
English for Speakers of Other Languages,165.0,Female,2008,Higher
French,3477.0,Female,2008,Higher
Gaelic (Learners),85.0,Female,2008,Higher
Gàidhlig,58.0,Female,2008,Higher
German,1061.0,Female,2008,Higher
Italian,146.0,Female,2008,Higher
Latin,142.0,Female,2008,Higher
Russian,9.0,Female,2008,Higher
Spanish,1003.0,Female,2008,Higher
Urdu,32.0,Female,2008,Higher
Accounting,708.0,Female,2008,Higher
Mathematics,9496.0,Female,2008,Higher
Biology,6018.0,Female,2008,Higher
Biotechnology,20.0,Female,2008,Higher
Chemistry,4647.0,Female,2008,Higher
Geology,20.0,Female,2008,Higher
Human Biology,2593.0,Female,2008,Higher
Managing Environmental Resources,69.0,Female,2008,Higher
Physics,2379.0,Female,2008,Higher
Classical Studies,288.0,Female,2008,Higher
Economics,205.0,Female,2008,Higher
Geography,3526.0,Female,2008,Higher
History,4486.0,Female,2008,Higher
Modern Studies,4159.0,Female,2008,Higher
Philosophy,453.0,Female,2008,Higher
Politics,81.0,Female,2008,Higher
Psychology (New),1900.0,Female,2008,Higher
"Religious, Moral and Philosophical Studies (New)",1518.0,Female,2008,Higher
Sociology,543.0,Female,2008,Higher
Administration,2327.0,Female,2008,Higher
Architectural Technology,9.0,Female,2008,Higher
Building Construction,5.0,Female,2008,Higher
Business Management,3290.0,Female,2008,Higher
Care,547.0,Female,2008,Higher
Care Practice,232.0,Female,2008,Higher
Computing (New),1009.0,Female,2008,Higher
Design,8.0,Female,2008,Higher
Early Education and Childcare,673.0,Female,2008,Higher
Fabrication and Welding Engineering,1.0,Female,2008,Higher
Graphic Communication,1033.0,Female,2008,Higher
Health and Social Care,61.0,Female,2008,Higher
Home Economics: Fashion and Textile Technology,123.0,Female,2008,Higher
Home Economics: Health and Food Technology,699.0,Female,2008,Higher
Home Economics: Lifestyle and Consumer Technology,224.0,Female,2008,Higher
Hospitality - Food and Drink Service,2.0,Female,2008,Higher
Hospitality - Professional Cookery,30.0,Female,2008,Higher
Information Systems,519.0,Female,2008,Higher
Mechatronics,2.0,Female,2008,Higher
